long_name,dob,height_cm,weight_kg,league_name,league_level,club_name,club_jersey_number,nationality_name,nation_jersey_number,preferred_foot,player_positions_desc,club_position_desc,nation_position_desc
federico freire,1990-11-06,181,86,liga profesional,1,olimpo,11,argentina,99,izquierda,mediocampista central,reserva,no convocado
tomas zanotti,1997-03-06,178,74,liga profesional,1,rosario central,39,argentina,99,derecha,defensor central,reserva,no convocado
andres searson,1997-01-18,178,73,liga profesional,1,club atletico tigre,12,argentina,99,derecha,defensor central,reserva,no convocado
osvaldo ruben barsottini,1981-08-25,182,83,liga profesional,1,colon,2,argentina,99,derecha,defensor central,reserva,no convocado
jose erik correa villero,1992-07-20,180,86,liga profesional,1,olimpo,27,colombia,99,derecha,delantero,suplente,no convocado
alejandro almada,1990-01-05,175,70,liga profesional,1,patronato,23,argentina,99,izquierda,mediocampista izquierdo,reserva,no convocado
alexander hollman,1993-06-10,174,65,liga profesional,1,patronato,22,argentina,99,derecha,"lateral derecho, defensor central",reserva,no convocado
nicolas mariano minutella,1995-03-23,180,77,liga profesional,1,olimpo,35,argentina,99,izquierda,mediocampista ofensivo,reserva,no convocado
agustin hernan diaz,1988-05-05,172,68,liga profesional,1,talleres cordoba,37,argentina,99,derecha,mediocampista central,reserva,no convocado
daniel alejandro franco,1991-07-15,184,70,liga profesional,1,san martin san juan,14,argentina,99,derecha,defensor central,reserva,no convocado
diego ariel rojas,1993-04-11,173,72,liga profesional,1,temperley,29,argentina,99,derecha,delantero,reserva,no convocado
raul fernando poclaba,1990-01-23,183,79,liga profesional,1,aldosivi,28,argentina,99,izquierda,mediocampista defensivo,suplente,no convocado
arnaldo gonzalez,1989-05-13,173,76,liga profesional,1,patronato,35,argentina,99,derecha,mediocampista central,suplente,no convocado
diego armando mayora rengifo,1992-02-02,182,89,liga profesional,1,colon,26,peru,99,derecha,delantero,reserva,no convocado
victor leandro cuesta,1988-11-19,187,86,liga profesional,1,independiente,14,argentina,99,izquierda,defensor central,defensor central izquierdo,no convocado
walter ruben acuna,1992-03-04,177,70,liga profesional,1,rosario central,8,argentina,99,izquierda,delantero,reserva,no convocado
lucas joaquin parodi cuello,1990-11-30,178,80,liga profesional,1,temperley,28,argentina,99,derecha,"mediocampista central, mediocampista derecho",suplente,no convocado
christian damian moreno,1996-04-27,187,75,liga profesional,1,defensa y justicia,37,argentina,99,derecha,defensor central,reserva,no convocado
mauro daniel leiva,1995-05-25,166,70,liga profesional,1,arsenal de sarandi,13,argentina,99,izquierda,mediocampista central,reserva,no convocado
sebastian andres pinto perurena,1986-02-05,187,85,liga profesional,1,quilmes,34,chile,99,derecha,"delantero, mediocampista izquierdo",reserva,no convocado
rodrigo ramon burgos oviedo,1989-06-21,174,75,liga profesional,1,talleres cordoba,5,paraguay,99,derecha,mediocampista central,suplente,no convocado
jonathan santana ghere,1981-10-19,181,79,liga profesional,1,sarmiento,14,paraguay,99,derecha,mediocampista defensivo,suplente,no convocado
jonathan marcelo ferrari,1987-05-08,187,80,liga profesional,1,patronato,26,argentina,99,derecha,defensor central,suplente,no convocado
santiago osmar stelcaldo,1993-11-30,181,76,liga profesional,1,velez sarsfield,31,argentina,99,derecha,delantero,suplente,no convocado
bruno gabriel galvan,1994-05-08,182,74,liga profesional,1,boca juniors,12,argentina,99,derecha,arquero,reserva,no convocado
juan emanuel lucero,1995-06-08,169,72,liga profesional,1,velez sarsfield,32,argentina,99,derecha,mediocampista central,reserva,no convocado
sebastian marcelo blanco,1988-03-15,168,64,liga profesional,1,san lorenzo,23,argentina,99,derecha,mediocampista izquierdo,suplente,no convocado
nahuel isaias lujan,1995-08-23,177,70,liga profesional,1,belgrano,11,argentina,99,izquierda,"mediocampista derecho, mediocampista ofensivo",reserva,no convocado
fernando javier lugo,1994-07-07,188,72,liga profesional,1,tigre,12,argentina,99,derecha,arquero,suplente,no convocado
diego martin rolle,1985-02-02,167,68,liga profesional,1,union santa fe,10,argentina,99,izquierda,mediocampista ofensivo,suplente,no convocado
victor ruben lopez,1978-12-19,180,77,liga profesional,1,olimpo,6,argentina,99,izquierda,defensor central,defensor central izquierdo,no convocado
cesar emmanuel pereyra,1981-11-23,168,71,liga profesional,1,belgrano,7,argentina,99,derecha,delantero,reserva,no convocado
nahuel hernan losada,1993-04-17,185,79,liga profesional,1,estudiantes,1,argentina,99,derecha,arquero,suplente,no convocado
daniel mancini,1996-11-11,172,72,liga profesional,1,newell's old boys,24,argentina,99,derecha,mediocampista central,reserva,no convocado
leonardo fabian marinucci,1993-02-28,175,70,liga profesional,1,estudiantes,31,argentina,99,derecha,"mediocampista derecho, delantero",reserva,no convocado
willian benito candia garay,1993-03-27,172,73,liga profesional,1,racing club,23,paraguay,99,izquierda,mediocampista central,reserva,no convocado
cristian martin palacios ferreira,1990-09-02,170,68,liga profesional,1,temperley,90,uruguay,99,derecha,delantero,suplente,no convocado
alvaro david montero perales,1995-03-29,195,92,liga profesional,1,san lorenzo,1,colombia,99,derecha,arquero,reserva,no convocado
sergio candelario sosa,1994-03-15,178,78,liga profesional,1,atletico rafaela,27,argentina,99,derecha,"delantero, mediocampista izquierdo",reserva,no convocado
lucas bruera,1997-10-19,184,78,liga profesional,1,estudiantes,30,argentina,99,derecha,arquero,reserva,no convocado
cristian andres garcia,1988-03-29,182,78,liga profesional,1,quilmes,9,argentina,99,derecha,delantero,suplente,no convocado
lucas raul giovini schiapino,1981-10-13,192,84,liga profesional,1,quilmes,33,argentina,99,derecha,arquero,suplente,no convocado
fernando emanuel de la fuente,1986-03-26,179,72,liga profesional,1,quilmes,13,argentina,99,derecha,mediocampista central,suplente,no convocado
cristian gabriel rodriguez barrotti,1985-09-30,175,85,liga profesional,1,independiente,10,uruguay,7,izquierda,"mediocampista ofensivo, mediocampista izquierdo",suplente,mediocampista izquierdo
jorge marcelo rodriguez nunez,1985-01-13,173,65,liga profesional,1,tigre,13,uruguay,99,izquierda,"mediocampista central, mediocampista izquierdo",suplente,no convocado
eduardo mario jesus burruchaga,1988-09-30,178,76,liga profesional,1,quilmes,3,argentina,99,izquierda,lateral izquierdo,reserva,no convocado
hernan barcos,1984-04-11,189,85,liga profesional,1,velez sarsfield,11,argentina,99,derecha,delantero,suplente,no convocado
claudio daniel perez,1985-12-26,187,84,liga profesional,1,banfield,23,argentina,99,derecha,defensor central,suplente,no convocado
leandro sebastian fernandez,1983-01-30,179,80,liga profesional,1,newell's old boys,2,argentina,99,derecha,defensor central,reserva,no convocado
pablo domingo caceres rodriguez,1985-04-22,179,75,liga profesional,1,atletico tucuman,33,uruguay,99,izquierda,lateral izquierdo,suplente,no convocado
rodrigo jesus colombo,1992-10-19,192,86,liga profesional,1,atletico rafaela,2,argentina,99,derecha,defensor central,suplente,no convocado
sergio oscar almiron,1986-09-20,188,80,liga profesional,1,atletico rafaela,34,argentina,99,izquierda,delantero,reserva,no convocado
danilo ezequiel carando,1988-08-05,184,79,liga profesional,1,union santa fe,33,argentina,99,derecha,delantero,reserva,no convocado
ramiro alexis rios,1995-11-07,184,82,liga profesional,1,velez sarsfield,30,argentina,99,izquierda,defensor central,reserva,no convocado
franco tomas sosa,1995-09-09,175,70,liga profesional,1,aldosivi,30,argentina,99,derecha,mediocampista ofensivo,suplente,no convocado
gonzalo alejandro espinoza toledo,1990-04-09,178,79,liga profesional,1,patronato,21,chile,99,derecha,"mediocampista central, mediocampista defensivo",mediocentro derecho,no convocado
diego mateo alustiza,1978-08-07,178,77,liga profesional,1,newell's old boys,5,argentina,99,derecha,mediocampista defensivo,suplente,no convocado
wilder andres guisao correa,1991-07-30,172,73,liga profesional,1,racing club,16,colombia,99,derecha,extremo derecho,suplente,no convocado
jorge luis luna vacca,1986-12-14,168,70,liga profesional,1,san martin san juan,11,argentina,99,derecha,mediocampista ofensivo,reserva,no convocado
jose manuel rojas bahamondes,1983-06-23,174,75,liga profesional,1,belgrano,13,chile,99,izquierda,"lateral izquierdo, defensor central",lateral izquierdo,no convocado
diogo silvestre bittencourt,1989-12-30,176,77,liga profesional,1,estudiantes,17,brazil,99,izquierda,"lateral izquierdo, carrilero izquierdo",reserva,no convocado
fabrizio buschiazzo morel,1996-07-07,189,78,liga profesional,1,defensa y justicia,2,uruguay,99,derecha,defensor central,reserva,no convocado
gonzalo martin bravo,1990-05-18,170,65,liga profesional,1,defensa y justicia,29,argentina,99,derecha,extremo derecho,reserva,no convocado
federico ivan rasic,1992-03-24,194,88,liga profesional,1,gimnasia la plata,19,argentina,99,derecha,delantero,suplente,no convocado
martin jose gimenez,1991-08-17,183,77,liga profesional,1,arsenal de sarandi,26,argentina,99,izquierda,delantero,reserva,no convocado
ruben daniel bentancourt morales,1993-03-02,186,74,liga profesional,1,defensa y justicia,18,uruguay,99,derecha,delantero,reserva,no convocado
claudio cesar correa caniza,1993-05-03,181,87,liga profesional,1,aldosivi,10,paraguay,99,izquierda,delantero,reserva,no convocado
mariano damian puch,1990-08-13,181,70,liga profesional,1,atletico rafaela,17,argentina,99,derecha,mediocampista derecho,reserva,no convocado
okikiola afolabi,1994-12-12,192,86,liga profesional,1,talleres cordoba,30,nigeria,99,izquierda,delantero,suplente,no convocado
andres nicolas d'alessandro,1981-04-15,174,69,liga profesional,1,river plate,22,argentina,99,izquierda,"mediocampista ofensivo, mediocampista derecho",mediocampista derecho ofensivo,no convocado
miguel angel almiron rejala,1994-02-01,177,61,liga profesional,1,lanus,10,paraguay,23,izquierda,mediocampista central,mediocentro izquierdo,suplente
giovani lo celso,1996-04-09,177,70,liga profesional,1,rosario central,10,argentina,99,izquierda,mediocampista ofensivo,mediocampista ofensivo,no convocado
daniel emmanuel luduena,1982-07-27,174,83,liga profesional,1,talleres cordoba,10,argentina,99,derecha,mediocampista ofensivo,reserva,no convocado
nereo champagne,1985-01-20,190,88,liga profesional,1,olimpo,1,argentina,99,derecha,arquero,arquero,no convocado
leandro daniel somoza,1981-01-25,185,77,liga profesional,1,velez sarsfield,18,argentina,99,derecha,"mediocampista defensivo, mediocampista central",suplente,no convocado
juan carlos olave,1976-02-21,186,87,liga profesional,1,belgrano,1,argentina,99,derecha,arquero,arquero,no convocado
mauro ivan obolo,1981-09-28,185,82,liga profesional,1,belgrano,29,argentina,99,derecha,delantero,reserva,no convocado
juan ignacio dinenno de cara,1994-08-28,186,82,liga profesional,1,aldosivi,14,argentina,99,derecha,delantero,suplente,no convocado
gonzalo matias rios,1992-01-30,182,78,liga profesional,1,temperley,7,argentina,99,derecha,delantero,delantero,no convocado
jose jonny magallon oliva,1981-11-21,178,76,liga profesional,1,lanus,29,mexico,99,derecha,"lateral derecho, defensor central",suplente,no convocado
kevin bryan mercado mina,1995-01-28,170,69,liga profesional,1,sarmiento,50,ecuador,99,izquierda,mediocampista izquierdo,mediocampista izquierdo,no convocado
vicente jose matias vuoso,1981-11-03,179,87,liga profesional,1,talleres cordoba,23,mexico,99,derecha,delantero,reserva,no convocado
ezequiel rodriguez,1996-03-25,174,72,liga profesional,1,rosario central,24,argentina,99,derecha,delantero,reserva,no convocado
matias emanuel lequi,1981-05-13,191,83,liga profesional,1,sarmiento,19,argentina,99,izquierda,defensor central,suplente,no convocado
andres german bailo,1988-09-06,190,90,liga profesional,1,colon,21,argentina,99,derecha,arquero,suplente,no convocado
franco peppino,1982-06-16,184,72,liga profesional,1,sarmiento,16,argentina,99,derecha,defensor central,suplente,no convocado
juan jose govea tenorio,1991-01-27,175,70,liga profesional,1,atletico tucuman,19,ecuador,99,derecha,"delantero, extremo izquierdo, extremo derecho",suplente,no convocado
hernan nicolas encina,1982-11-03,173,70,liga profesional,1,talleres cordoba,16,argentina,99,derecha,mediocampista derecho,suplente,no convocado
hugo maximiliano soria sanchez,1990-02-16,173,76,liga profesional,1,defensa y justicia,19,uruguay,99,derecha,"mediocampista defensivo, lateral derecho",mediocampista defensivo,no convocado
cristian ariel belucci,1996-04-23,183,79,liga profesional,1,estudiantes,34,argentina,99,derecha,defensor central,reserva,no convocado
luis nahuel luna,1996-02-14,182,70,liga profesional,1,estudiantes,31,argentina,99,derecha,delantero,reserva,no convocado
rodrigo cordoba,1995-03-25,176,72,liga profesional,1,club atletico temperley,25,argentina,99,derecha,mediocampista central,suplente,no convocado
victor emanuel casado,1994-06-08,187,78,liga profesional,1,colon,28,argentina,99,derecha,mediocampista central,reserva,no convocado
juan ignacio lopez,1993-10-13,180,70,liga profesional,1,sarmiento,25,argentina,99,derecha,mediocampista derecho,reserva,no convocado
nicolas andreas paterno,1994-12-17,182,70,liga profesional,1,quilmes,10,argentina,99,derecha,mediocampista central,reserva,no convocado
leonel ezequiel muller,1996-05-13,180,72,liga profesional,1,huracan,19,argentina,99,izquierda,lateral izquierdo,reserva,no convocado
lucas comachi,1994-01-15,172,71,liga profesional,1,colon,37,argentina,99,derecha,mediocampista central,reserva,no convocado
federico hernan boasso fleury,1995-09-16,183,74,liga profesional,1,colon,26,argentina,99,izquierda,mediocampista central,reserva,no convocado
emiliano borjas,1995-01-25,180,75,liga profesional,1,aldosivi,32,argentina,99,derecha,defensor central,reserva,no convocado
matias orlando fantin,1995-12-18,175,70,liga profesional,1,union santa fe,28,argentina,99,derecha,mediocampista central,reserva,no convocado
marcelo alberto barovero,1984-02-18,182,74,liga profesional,1,river plate,1,argentina,99,derecha,arquero,arquero,no convocado
luis oscar gonzalez,1981-01-19,185,75,liga profesional,1,river plate,27,argentina,99,derecha,"mediocampista central, mediocampista ofensivo",suplente,no convocado
daniel alberto diaz,1979-07-13,183,80,liga profesional,1,boca juniors,2,argentina,99,derecha,defensor central,defensor central derecho,no convocado
diego sebastian saja,1979-06-05,189,84,liga profesional,1,racing club,1,argentina,99,izquierda,arquero,arquero,no convocado
rodrigo javier de paul,1994-05-24,178,68,liga profesional,1,racing club,20,argentina,99,derecha,"mediocampista izquierdo, mediocampista ofensivo",mediocampista izquierdo,no convocado
eder fabian alvarez balanta,1993-02-28,181,84,liga profesional,1,river plate,3,colombia,99,izquierda,defensor central,defensor central izquierdo,no convocado
franco emanuel cervi,1994-05-26,169,67,liga profesional,1,rosario central,10,argentina,99,izquierda,"mediocampista ofensivo, mediocampista izquierdo",mediocampista ofensivo,no convocado
gabriel ivan mercado,1987-03-18,181,84,liga profesional,1,river plate,25,argentina,2,derecha,"lateral derecho, defensor central",lateral derecho,lateral derecho
hector daniel villalba,1994-07-26,172,67,liga profesional,1,san lorenzo,15,argentina,99,derecha,mediocampista derecho,suplente,no convocado
