long_name,frases,embedding_index
tomas leonides lopez,tomas leonides lopez nació el 1997-06-27,23911
tomas leonides lopez,Mide 182 cm y pesa 85 kg,23912
tomas leonides lopez,Su pierna hábil es la derecha,23913
tomas leonides lopez,Su posición principal en el club es reserva,23914
tomas leonides lopez,Es de nacionalidad argentina,23915
tomas leonides lopez,Su número en el club es 31,23916
tomas leonides lopez,En la selección juega como no convocado,23917
tomas leonides lopez,tomas leonides lopez pertenece al club quilmes,23918
tomas leonides lopez,tomas leonides lopez juega con la camiseta número 31,23919
nicolas ezequiel caro torres,nicolas ezequiel caro torres juega como defensor central en lanus,23920
nicolas ezequiel caro torres,nicolas ezequiel caro torres nació el 1995-05-04,23921
nicolas ezequiel caro torres,Mide 192 cm y pesa 83 kg,23922
nicolas ezequiel caro torres,Su pierna hábil es la derecha,23923
nicolas ezequiel caro torres,Su posición principal en el club es reserva,23924
nicolas ezequiel caro torres,Es de nacionalidad argentina,23925
nicolas ezequiel caro torres,Su número en el club es 35,23926
nicolas ezequiel caro torres,En la selección juega como no convocado,23927
nicolas ezequiel caro torres,nicolas ezequiel caro torres pertenece al club lanus,23928
nicolas ezequiel caro torres,nicolas ezequiel caro torres juega con la camiseta número 35,23929
hector luis cuevas,hector luis cuevas juega como delantero en sarmiento,23930
hector luis cuevas,hector luis cuevas nació el 1982-08-31,23931
hector luis cuevas,Mide 186 cm y pesa 81 kg,23932
hector luis cuevas,Su pierna hábil es la derecha,23933
hector luis cuevas,Su posición principal en el club es suplente,23934
hector luis cuevas,Es de nacionalidad argentina,23935
hector luis cuevas,Su número en el club es 9,23936
hector luis cuevas,En la selección juega como no convocado,23937
hector luis cuevas,hector luis cuevas pertenece al club sarmiento,23938
hector luis cuevas,hector luis cuevas juega con la camiseta número 9,23939
javier nicolas burrai,javier nicolas burrai juega como arquero en sarmiento,23940
javier nicolas burrai,javier nicolas burrai nació el 1990-10-09,23941
javier nicolas burrai,Mide 187 cm y pesa 76 kg,23942
javier nicolas burrai,Su pierna hábil es la derecha,23943
javier nicolas burrai,Su posición principal en el club es arquero,23944
javier nicolas burrai,Es de nacionalidad argentina,23945
javier nicolas burrai,Su número en el club es 26,23946
javier nicolas burrai,En la selección juega como no convocado,23947
javier nicolas burrai,javier nicolas burrai pertenece al club sarmiento,23948
javier nicolas burrai,javier nicolas burrai juega con la camiseta número 26,23949
nicolas fabian rodriguez,nicolas fabian rodriguez juega como arquero en temperley,23950
nicolas fabian rodriguez,nicolas fabian rodriguez nació el 1993-05-12,23951
nicolas fabian rodriguez,Mide 191 cm y pesa 83 kg,23952
nicolas fabian rodriguez,Su pierna hábil es la derecha,23953
nicolas fabian rodriguez,Su posición principal en el club es suplente,23954
nicolas fabian rodriguez,Es de nacionalidad argentina,23955
nicolas fabian rodriguez,Su número en el club es 35,23956
nicolas fabian rodriguez,En la selección juega como no convocado,23957
nicolas fabian rodriguez,nicolas fabian rodriguez pertenece al club temperley,23958
nicolas fabian rodriguez,nicolas fabian rodriguez juega con la camiseta número 35,23959
luciano andres vargas,luciano andres vargas juega como defensor central en estudiantes,23960
luciano andres vargas,luciano andres vargas nació el 1994-01-28,23961
luciano andres vargas,Mide 186 cm y pesa 74 kg,23962
luciano andres vargas,Su pierna hábil es la derecha,23963
luciano andres vargas,Su posición principal en el club es reserva,23964
luciano andres vargas,Es de nacionalidad argentina,23965
luciano andres vargas,Su número en el club es 34,23966
luciano andres vargas,En la selección juega como no convocado,23967
luciano andres vargas,luciano andres vargas pertenece al club estudiantes,23968
luciano andres vargas,luciano andres vargas juega con la camiseta número 34,23969
guido rossetti,guido rossetti juega como arquero en atletico rafaela,23970
guido rossetti,guido rossetti nació el 1993-05-12,23971
guido rossetti,Mide 185 cm y pesa 80 kg,23972
guido rossetti,Su pierna hábil es la derecha,23973
guido rossetti,Su posición principal en el club es suplente,23974
guido rossetti,Es de nacionalidad argentina,23975
guido rossetti,Su número en el club es 32,23976
guido rossetti,En la selección juega como no convocado,23977
guido rossetti,guido rossetti pertenece al club atletico rafaela,23978
guido rossetti,guido rossetti juega con la camiseta número 32,23979
kevin alejandro ceceri,kevin alejandro ceceri juega como lateral izquierdo en gimnasia la plata,23980
kevin alejandro ceceri,kevin alejandro ceceri nació el 1996-02-02,23981
kevin alejandro ceceri,Mide 186 cm y pesa 81 kg,23982
kevin alejandro ceceri,Su pierna hábil es la izquierda,23983
kevin alejandro ceceri,Su posición principal en el club es reserva,23984
kevin alejandro ceceri,Es de nacionalidad argentina,23985
kevin alejandro ceceri,Su número en el club es 3,23986
kevin alejandro ceceri,En la selección juega como no convocado,23987
kevin alejandro ceceri,kevin alejandro ceceri pertenece al club gimnasia la plata,23988
kevin alejandro ceceri,kevin alejandro ceceri juega con la camiseta número 3,23989
gaston pinedo,gaston pinedo juega como mediocampista central en quilmes,23990
gaston pinedo,gaston pinedo nació el 1998-02-18,23991
gaston pinedo,Mide 170 cm y pesa 72 kg,23992
gaston pinedo,Su pierna hábil es la derecha,23993
gaston pinedo,Su posición principal en el club es reserva,23994
gaston pinedo,Es de nacionalidad argentina,23995
gaston pinedo,Su número en el club es 30,23996
gaston pinedo,En la selección juega como no convocado,23997
gaston pinedo,gaston pinedo pertenece al club quilmes,23998
gaston pinedo,gaston pinedo juega con la camiseta número 30,23999
horacio martin ramirez,horacio martin ramirez juega como arquero en quilmes,24000
horacio martin ramirez,horacio martin ramirez nació el 1984-03-21,24001
horacio martin ramirez,Mide 186 cm y pesa 82 kg,24002
horacio martin ramirez,Su pierna hábil es la derecha,24003
horacio martin ramirez,Su posición principal en el club es suplente,24004
horacio martin ramirez,Es de nacionalidad argentina,24005
horacio martin ramirez,Su número en el club es 25,24006
horacio martin ramirez,En la selección juega como no convocado,24007
horacio martin ramirez,horacio martin ramirez pertenece al club quilmes,24008
horacio martin ramirez,horacio martin ramirez juega con la camiseta número 25,24009
ezequiel d'angelo,ezequiel d'angelo juega como mediocampista ofensivo en olimpo,24010
ezequiel d'angelo,ezequiel d'angelo nació el 1989-04-05,24011
ezequiel d'angelo,Mide 187 cm y pesa 79 kg,24012
ezequiel d'angelo,Su pierna hábil es la izquierda,24013
ezequiel d'angelo,Su posición principal en el club es reserva,24014
ezequiel d'angelo,Es de nacionalidad argentina,24015
ezequiel d'angelo,Su número en el club es 14,24016
ezequiel d'angelo,En la selección juega como no convocado,24017
ezequiel d'angelo,ezequiel d'angelo pertenece al club olimpo,24018
ezequiel d'angelo,ezequiel d'angelo juega con la camiseta número 14,24019
angel alejandro garcia,angel alejandro garcia juega como lateral izquierdo en racing club,24020
angel alejandro garcia,angel alejandro garcia nació el 1992-02-26,24021
angel alejandro garcia,Mide 177 cm y pesa 72 kg,24022
angel alejandro garcia,Su pierna hábil es la izquierda,24023
angel alejandro garcia,Su posición principal en el club es reserva,24024
angel alejandro garcia,Es de nacionalidad argentina,24025
angel alejandro garcia,Su número en el club es 35,24026
angel alejandro garcia,En la selección juega como no convocado,24027
angel alejandro garcia,angel alejandro garcia pertenece al club racing club,24028
angel alejandro garcia,angel alejandro garcia juega con la camiseta número 35,24029
oscar ezequiel jonathan parnisari,"oscar ezequiel jonathan parnisari juega como lateral derecho, defensor central en olimpo",24030
oscar ezequiel jonathan parnisari,oscar ezequiel jonathan parnisari nació el 1990-06-01,24031
oscar ezequiel jonathan parnisari,Mide 184 cm y pesa 79 kg,24032
oscar ezequiel jonathan parnisari,Su pierna hábil es la derecha,24033
oscar ezequiel jonathan parnisari,Su posición principal en el club es suplente,24034
oscar ezequiel jonathan parnisari,Es de nacionalidad argentina,24035
oscar ezequiel jonathan parnisari,Su número en el club es 24,24036
oscar ezequiel jonathan parnisari,En la selección juega como no convocado,24037
oscar ezequiel jonathan parnisari,oscar ezequiel jonathan parnisari pertenece al club olimpo,24038
oscar ezequiel jonathan parnisari,oscar ezequiel jonathan parnisari juega con la camiseta número 24,24039
nicolas rinaldi,nicolas rinaldi juega como mediocampista izquierdo en sarmiento,24040
nicolas rinaldi,nicolas rinaldi nació el 1990-08-23,24041
nicolas rinaldi,Mide 185 cm y pesa 78 kg,24042
nicolas rinaldi,Su pierna hábil es la derecha,24043
nicolas rinaldi,Su posición principal en el club es reserva,24044
nicolas rinaldi,Es de nacionalidad argentina,24045
nicolas rinaldi,Su número en el club es 22,24046
nicolas rinaldi,En la selección juega como no convocado,24047
nicolas rinaldi,nicolas rinaldi pertenece al club sarmiento,24048
nicolas rinaldi,nicolas rinaldi juega con la camiseta número 22,24049
federico maya,federico maya juega como lateral izquierdo en defensa y justicia,24050
federico maya,federico maya nació el 1993-10-06,24051
federico maya,Mide 175 cm y pesa 70 kg,24052
federico maya,Su pierna hábil es la izquierda,24053
federico maya,Su posición principal en el club es reserva,24054
federico maya,Es de nacionalidad argentina,24055
federico maya,Su número en el club es 41,24056
federico maya,En la selección juega como no convocado,24057
federico maya,federico maya pertenece al club defensa y justicia,24058
federico maya,federico maya juega con la camiseta número 41,24059
nicolas francisco canavessio,nicolas francisco canavessio juega como defensor central en atletico rafaela,24060
nicolas francisco canavessio,nicolas francisco canavessio nació el 1993-09-17,24061
nicolas francisco canavessio,Mide 181 cm y pesa 80 kg,24062
nicolas francisco canavessio,Su pierna hábil es la derecha,24063
nicolas francisco canavessio,Su posición principal en el club es suplente,24064
nicolas francisco canavessio,Es de nacionalidad argentina,24065
nicolas francisco canavessio,Su número en el club es 6,24066
nicolas francisco canavessio,En la selección juega como no convocado,24067
nicolas francisco canavessio,nicolas francisco canavessio pertenece al club atletico rafaela,24068
nicolas francisco canavessio,nicolas francisco canavessio juega con la camiseta número 6,24069
mateo castellano,mateo castellano juega como mediocampista central en atletico rafaela,24070
mateo castellano,mateo castellano nació el 1996-03-22,24071
mateo castellano,Mide 181 cm y pesa 78 kg,24072
mateo castellano,Su pierna hábil es la izquierda,24073
mateo castellano,Su posición principal en el club es suplente,24074
mateo castellano,Es de nacionalidad argentina,24075
mateo castellano,Su número en el club es 5,24076
mateo castellano,En la selección juega como no convocado,24077
mateo castellano,mateo castellano pertenece al club atletico rafaela,24078
mateo castellano,mateo castellano juega con la camiseta número 5,24079
ignacio bonadio,ignacio bonadio juega como lateral izquierdo en tigre,24080
ignacio bonadio,ignacio bonadio nació el 1993-07-27,24081
ignacio bonadio,Mide 174 cm y pesa 70 kg,24082
ignacio bonadio,Su pierna hábil es la izquierda,24083
ignacio bonadio,Su posición principal en el club es reserva,24084
ignacio bonadio,Es de nacionalidad argentina,24085
ignacio bonadio,Su número en el club es 24,24086
ignacio bonadio,En la selección juega como no convocado,24087
ignacio bonadio,ignacio bonadio pertenece al club tigre,24088
ignacio bonadio,ignacio bonadio juega con la camiseta número 24,24089
enzo michel acosta,enzo michel acosta juega como mediocampista izquierdo en quilmes,24090
enzo michel acosta,enzo michel acosta nació el 1996-11-30,24091
enzo michel acosta,Mide 174 cm y pesa 76 kg,24092
enzo michel acosta,Su pierna hábil es la izquierda,24093
enzo michel acosta,Su posición principal en el club es suplente,24094
enzo michel acosta,Es de nacionalidad argentina,24095
enzo michel acosta,Su número en el club es 24,24096
enzo michel acosta,En la selección juega como no convocado,24097
enzo michel acosta,enzo michel acosta pertenece al club quilmes,24098
